,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Mact
5296,1,9.89,-0.07,0.68992,-0.819,3.655,4.663,12.2,0.038,0.0,19.017,18.461,17.524,16.901,16.809,0.69
5297,1,9.89,-0.07,0.48861,-1.377,3.599,4.846,12.4,0.038,0.0,20.614,20.109,18.951,18.31,18.174,0.489
5298,1,9.89,-0.07,0.76411,-0.587,3.688,4.605,12.5,0.038,0.0,18.737,18.151,17.341,16.82,16.745,0.764
5299,1,9.89,-0.07,0.63123,-0.99,3.636,4.72,14.0,0.038,0.0,21.244,20.71,19.699,19.039,18.933,0.631
5300,1,9.89,-0.05,0.17911,-2.364,3.525,5.103,10.2,0.035,0.0,20.88,20.549,19.031,18.495,18.26,0.179
5301,1,9.89,-0.05,0.72711,-0.712,3.669,4.634,11.7,0.038,0.0,18.249,17.676,16.795,16.214,16.13,0.727
5302,1,9.89,-0.05,0.47131,-1.424,3.594,4.859,12.5,0.038,0.0,20.83,20.335,19.146,18.521,18.376,0.471
5303,1,9.89,-0.05,0.60693,-1.066,3.627,4.743,12.7,0.038,0.0,20.135,19.612,18.565,17.89,17.778,0.607
5304,1,9.89,-0.05,1.07285,0.427,3.767,4.057,12.9,0.038,0.0,16.604,16.06,15.519,15.215,15.173,1.073
5305,1,9.89,-0.05,0.59695,-1.094,3.624,4.752,13.1,0.038,0.0,20.606,20.085,19.027,18.35,18.235,0.597
5306,1,9.89,-0.05,0.57249,-1.16,3.618,4.774,13.2,0.038,0.0,20.87,20.354,19.27,18.6,18.481,0.572
5307,1,9.89,-0.05,0.70743,-0.774,3.66,4.649,14.0,0.038,0.0,20.705,20.143,19.225,18.617,18.528,0.707
5308,1,9.89,-0.05,0.92533,-0.084,3.75,4.436,14.3,0.038,0.0,19.279,18.711,18.119,17.773,17.727,0.925
5309,1,9.89,-0.05,0.71185,-0.76,3.662,4.645,14.4,0.038,0.0,21.07,20.505,19.596,18.994,18.906,0.712
5310,1,9.89,-0.03,0.34951,-1.749,3.571,4.962,11.9,0.038,0.0,21.043,20.59,19.283,18.716,18.529,0.35
5311,1,9.89,-0.03,0.48986,-1.382,3.597,4.845,12.1,0.038,0.0,20.326,19.828,18.653,18.015,17.876,0.49
5312,1,9.89,-0.03,0.51551,-1.317,3.603,4.825,12.9,0.038,0.0,20.964,20.459,19.313,18.66,18.529,0.516
5313,1,9.89,-0.03,0.84811,-0.342,3.72,4.534,13.0,0.038,0.0,18.625,18.033,17.34,16.916,16.856,0.848
5314,1,9.89,-0.03,0.72897,-0.713,3.668,4.633,13.2,0.038,0.0,19.753,19.181,18.295,17.712,17.627,0.729
5315,1,9.89,-0.03,0.80778,-0.466,3.703,4.57,14.2,0.038,0.0,20.136,19.542,18.789,18.316,18.249,0.808
5316,1,9.89,-0.01,0.53711,-1.265,3.607,4.806,13.0,0.038,0.0,20.932,20.426,19.293,18.633,18.506,0.537
