,#Gc,logAge,[M/H],m_ini,logL,logTe,logg,m-M0,Av,m2/m1,mbol,TESS,J,H,Ks,Mact
2594,1,9.71,-0.35,0.1835,-2.291,3.545,5.119,10.0,0.035,0.0,20.497,20.097,18.724,18.166,17.935,0.184
2595,1,9.71,-0.35,0.24357,-2.003,3.571,5.056,10.9,0.037,0.0,20.678,20.2,18.948,18.388,18.194,0.244
2596,1,9.71,-0.35,0.22907,-2.059,3.567,5.071,11.5,0.038,0.0,21.416,20.949,19.682,19.122,18.922,0.229
2597,1,9.71,-0.35,0.34763,-1.708,3.589,4.988,11.8,0.038,0.0,20.839,20.324,19.158,18.576,18.41,0.348
2598,1,9.71,-0.35,0.58825,-1.05,3.639,4.76,11.9,0.038,0.0,19.296,18.755,17.767,17.123,17.015,0.588
2599,1,9.71,-0.35,0.32124,-1.774,3.585,5.003,12.3,0.038,0.0,21.505,20.997,19.812,19.237,19.065,0.321
2600,1,9.71,-0.33,0.20834,-2.141,3.561,5.089,10.0,0.035,0.0,20.123,19.674,18.377,17.818,17.608,0.208
2601,1,9.71,-0.33,0.45577,-1.419,3.605,4.884,10.1,0.035,0.0,18.418,17.888,16.789,16.165,16.026,0.456
2602,1,9.71,-0.33,0.39899,-1.561,3.595,4.927,11.5,0.038,0.0,20.173,19.652,18.51,17.91,17.756,0.399
2603,1,9.71,-0.33,0.4502,-1.434,3.604,4.889,13.0,0.038,0.0,21.355,20.826,19.723,19.101,18.961,0.45
2604,1,9.71,-0.33,0.55141,-1.156,3.628,4.795,13.5,0.038,0.0,21.161,20.626,19.602,18.949,18.831,0.551
2605,1,9.71,-0.31,0.48127,-1.356,3.61,4.862,10.0,0.035,0.0,18.159,17.629,16.543,15.91,15.776,0.481
2606,1,9.71,-0.31,0.33992,-1.734,3.585,4.99,11.0,0.037,0.0,20.104,19.598,18.41,17.831,17.661,0.34
2607,1,9.71,-0.31,0.28057,-1.893,3.575,5.027,11.2,0.037,0.0,20.703,20.214,18.978,18.415,18.231,0.281
2608,1,9.71,-0.31,0.91058,-0.103,3.762,4.496,12.0,0.038,0.0,17.028,16.495,15.935,15.612,15.57,0.911
2609,1,9.71,-0.31,0.44331,-1.455,3.602,4.893,12.1,0.038,0.0,20.507,19.98,18.867,18.247,18.105,0.443
2610,1,9.71,-0.31,0.64898,-0.881,3.657,4.707,12.4,0.038,0.0,19.373,18.817,17.893,17.28,17.187,0.649
2611,1,9.71,-0.31,0.91413,-0.094,3.764,4.493,13.0,0.038,0.0,18.005,17.473,16.916,16.595,16.554,0.914
2612,1,9.71,-0.31,0.76531,-0.523,3.707,4.618,14.3,0.038,0.0,20.378,19.795,19.055,18.59,18.524,0.765
2613,1,9.71,-0.31,1.07361,0.371,3.803,4.256,14.6,0.038,0.0,18.442,17.987,17.543,17.308,17.278,1.074
2614,1,9.71,-0.29,0.81734,-0.374,3.728,4.583,9.9,0.034,0.0,15.605,15.026,14.362,13.957,13.901,0.817
2615,1,9.71,-0.29,0.32799,-1.767,3.582,4.996,11.2,0.037,0.0,20.388,19.888,18.683,18.108,17.935,0.328
2616,1,9.71,-0.29,0.28892,-1.871,3.576,5.019,11.3,0.037,0.0,20.749,20.26,19.023,18.459,18.276,0.289
2617,1,9.71,-0.29,0.61639,-0.985,3.644,4.736,11.9,0.038,0.0,19.133,18.589,17.616,16.975,16.873,0.616
2618,1,9.71,-0.29,0.41277,-1.534,3.595,4.915,12.3,0.038,0.0,20.905,20.387,19.24,18.635,18.484,0.413
2619,1,9.71,-0.29,0.58243,-1.082,3.634,4.767,12.7,0.038,0.0,20.175,19.638,18.63,17.979,17.867,0.582
2620,1,9.71,-0.27,0.57263,-1.114,3.63,4.777,9.5,0.033,0.0,17.054,16.518,15.497,14.842,14.727,0.573
2621,1,9.71,-0.27,0.32234,-1.785,3.58,4.998,10.5,0.036,0.0,19.732,19.237,18.019,17.447,17.271,0.322
2622,1,9.71,-0.27,0.9419,-0.042,3.767,4.469,10.6,0.037,0.0,15.474,14.945,14.401,14.09,14.05,0.942
2623,1,9.71,-0.27,0.79157,-0.461,3.715,4.601,11.9,0.038,0.0,17.822,17.239,16.526,16.083,16.021,0.792
2624,1,9.71,-0.27,0.9085,-0.13,3.758,4.502,12.2,0.038,0.0,17.295,16.751,16.178,15.844,15.8,0.908
2625,1,9.71,-0.27,0.78096,-0.493,3.71,4.608,12.3,0.038,0.0,18.301,17.717,16.988,16.532,16.468,0.781
2626,1,9.71,-0.27,0.70258,-0.734,3.674,4.659,12.4,0.038,0.0,19.005,18.432,17.57,17.003,16.92,0.703
2627,1,9.71,-0.27,0.62003,-0.98,3.644,4.734,12.7,0.038,0.0,19.92,19.376,18.403,17.761,17.659,0.62
2628,1,9.71,-0.27,0.94241,-0.04,3.768,4.469,13.0,0.038,0.0,17.871,17.343,16.799,16.488,16.448,0.942
2629,1,9.71,-0.27,0.66866,-0.835,3.661,4.69,13.2,0.038,0.0,20.058,19.498,18.588,17.986,17.896,0.669
2630,1,9.71,-0.27,0.56659,-1.13,3.629,4.782,13.4,0.038,0.0,20.995,20.463,19.436,18.778,18.662,0.567
2631,1,9.71,-0.27,1.06421,0.317,3.799,4.289,13.5,0.038,0.0,17.477,17.01,16.556,16.312,16.282,1.064
2632,1,9.71,-0.25,0.23543,-2.051,3.563,5.059,10.3,0.036,0.0,20.198,19.751,18.448,17.888,17.681,0.235
2633,1,9.71,-0.25,0.41262,-1.542,3.593,4.914,11.1,0.037,0.0,19.724,19.213,18.049,17.446,17.292,0.413
2634,1,9.71,-0.25,0.93803,-0.061,3.764,4.475,11.7,0.038,0.0,16.623,16.089,15.536,15.218,15.177,0.938
2635,1,9.71,-0.25,0.61268,-1.008,3.64,4.74,12.3,0.038,0.0,19.589,19.048,18.06,17.414,17.308,0.613
2636,1,9.71,-0.25,0.37203,-1.654,3.587,4.956,12.3,0.038,0.0,21.205,20.703,19.509,18.923,18.758,0.372
2637,1,9.71,-0.25,0.80457,-0.43,3.718,4.593,12.6,0.038,0.0,18.446,17.863,17.163,16.731,16.671,0.805
2638,1,9.71,-0.25,0.51689,-1.272,3.615,4.829,13.1,0.038,0.0,21.05,20.525,19.448,18.801,18.673,0.517
2639,1,9.71,-0.25,0.58145,-1.095,3.631,4.769,13.9,0.038,0.0,21.408,20.874,19.854,19.198,19.085,0.581
2640,1,9.71,-0.25,1.04228,0.241,3.793,4.334,14.7,0.038,0.0,18.868,18.387,17.917,17.663,17.631,1.042
2641,1,9.71,-0.23,0.23986,-2.038,3.563,5.053,11.3,0.037,0.0,21.164,20.72,19.413,18.852,18.646,0.24
2642,1,9.71,-0.23,0.22486,-2.095,3.559,5.068,11.4,0.038,0.0,21.407,20.973,19.651,19.091,18.878,0.225
2643,1,9.71,-0.23,0.34865,-1.725,3.582,4.98,11.8,0.038,0.0,20.882,20.389,19.171,18.594,18.422,0.349
2644,1,9.71,-0.23,0.33572,-1.758,3.58,4.988,12.1,0.038,0.0,21.265,20.774,19.547,18.974,18.798,0.336
2645,1,9.71,-0.23,0.38847,-1.61,3.588,4.936,12.2,0.038,0.0,20.995,20.493,19.3,18.709,18.547,0.388
2646,1,9.71,-0.23,0.41475,-1.54,3.592,4.912,12.3,0.038,0.0,20.92,20.412,19.241,18.638,18.484,0.415
2647,1,9.71,-0.23,0.75159,-0.597,3.693,4.628,12.4,0.038,0.0,18.662,18.078,17.288,16.782,16.709,0.752
2648,1,9.71,-0.23,0.37151,-1.659,3.586,4.955,12.5,0.038,0.0,21.418,20.919,19.716,19.131,18.965,0.372
2649,1,9.71,-0.23,0.59304,-1.069,3.633,4.758,12.8,0.038,0.0,20.243,19.708,18.694,18.038,17.926,0.593
2650,1,9.71,-0.23,0.4789,-1.378,3.605,4.863,13.1,0.038,0.0,21.316,20.794,19.682,19.048,18.912,0.479
2651,1,9.71,-0.23,0.55242,-1.178,3.623,4.795,13.1,0.038,0.0,20.816,20.289,19.238,18.577,18.457,0.552
2652,1,9.71,-0.21,0.37948,-1.639,3.586,4.945,10.8,0.037,0.0,19.669,19.171,17.965,17.379,17.213,0.379
2653,1,9.71,-0.21,0.38201,-1.632,3.586,4.942,11.8,0.038,0.0,20.65,20.153,18.948,18.36,18.196,0.382
2654,1,9.71,-0.21,0.39931,-1.582,3.589,4.922,12.2,0.038,0.0,20.925,20.424,19.23,18.636,18.476,0.399
2655,1,9.71,-0.21,0.66111,-0.877,3.654,4.698,12.9,0.038,0.0,19.862,19.308,18.37,17.747,17.653,0.661
2656,1,9.71,-0.21,0.51672,-1.282,3.613,4.83,13.4,0.038,0.0,21.374,20.852,19.763,19.116,18.987,0.517
2657,1,9.71,-0.21,1.05993,0.255,3.792,4.323,13.4,0.038,0.0,17.532,17.046,16.575,16.319,16.286,1.06
2658,1,9.71,-0.19,0.67118,-0.854,3.656,4.69,9.8,0.034,0.0,16.705,16.147,15.217,14.599,14.506,0.671
2659,1,9.71,-0.19,0.46282,-1.428,3.599,4.875,10.9,0.037,0.0,19.24,18.724,17.585,16.957,16.817,0.463
2660,1,9.71,-0.19,0.55756,-1.175,3.622,4.792,11.5,0.038,0.0,19.207,18.681,17.624,16.961,16.841,0.558
2661,1,9.71,-0.19,0.3536,-1.718,3.581,4.973,12.1,0.038,0.0,21.165,20.677,19.444,18.868,18.695,0.354
2662,1,9.71,-0.19,0.98392,0.034,3.772,4.43,13.6,0.038,0.0,18.285,17.758,17.229,16.929,16.89,0.984
2663,1,9.71,-0.17,0.63129,-0.975,3.642,4.726,10.7,0.037,0.0,17.908,17.367,16.38,15.732,15.629,0.631
2664,1,9.71,-0.17,0.37349,-1.664,3.583,4.95,11.3,0.037,0.0,20.229,19.741,18.512,17.931,17.761,0.373
2665,1,9.71,-0.17,0.5459,-1.211,3.618,4.802,12.0,0.038,0.0,19.798,19.275,18.201,17.542,17.419,0.546
2666,1,9.71,-0.17,0.57055,-1.145,3.624,4.78,12.1,0.038,0.0,19.733,19.207,18.156,17.489,17.371,0.571
2667,1,9.71,-0.17,0.98713,0.036,3.771,4.426,12.2,0.038,0.0,16.88,16.35,15.819,15.518,15.479,0.987
2668,1,9.71,-0.17,0.49972,-1.337,3.606,4.845,12.5,0.038,0.0,20.613,20.095,18.98,18.337,18.205,0.5
2669,1,9.71,-0.17,0.46856,-1.417,3.6,4.87,12.8,0.038,0.0,21.113,20.598,19.458,18.827,18.688,0.469
2670,1,9.71,-0.17,0.72674,-0.696,3.676,4.646,12.9,0.038,0.0,19.41,18.832,17.979,17.42,17.339,0.727
2671,1,9.71,-0.17,0.90588,-0.178,3.748,4.51,13.3,0.038,0.0,18.516,17.952,17.35,16.994,16.947,0.906
2672,1,9.71,-0.15,0.82685,-0.407,3.717,4.578,10.9,0.037,0.0,16.688,16.1,15.398,14.965,14.905,0.827
2673,1,9.71,-0.15,0.4248,-1.528,3.59,4.901,11.2,0.037,0.0,19.79,19.293,18.096,17.493,17.338,0.425
2674,1,9.71,-0.15,0.23851,-2.057,3.558,5.049,11.3,0.037,0.0,21.212,20.788,19.446,18.887,18.671,0.239
2675,1,9.71,-0.15,0.44507,-1.48,3.594,4.887,11.6,0.038,0.0,20.07,19.566,18.39,17.776,17.627,0.445
2676,1,9.71,-0.15,0.50161,-1.336,3.606,4.843,12.3,0.038,0.0,20.411,19.895,18.775,18.131,17.999,0.502
2677,1,9.71,-0.15,1.20394,0.669,3.769,3.871,12.8,0.038,0.0,15.898,15.364,14.826,14.524,14.483,1.204
2678,1,9.71,-0.15,1.12727,0.386,3.791,4.213,13.1,0.038,0.0,16.905,16.411,15.937,15.681,15.647,1.127
2679,1,9.71,-0.13,0.20259,-2.197,3.548,5.08,10.0,0.035,0.0,20.261,19.864,18.478,17.924,17.693,0.203
2680,1,9.71,-0.13,0.30865,-1.844,3.57,4.997,11.2,0.037,0.0,20.58,20.121,18.83,18.264,18.073,0.309
2681,1,9.71,-0.13,0.80378,-0.482,3.706,4.594,11.3,0.037,0.0,17.275,16.685,15.942,15.476,15.41,0.804
2682,1,9.71,-0.13,0.62595,-1.002,3.637,4.731,11.7,0.038,0.0,18.974,18.438,17.433,16.777,16.671,0.626
2683,1,9.71,-0.13,0.86541,-0.305,3.731,4.551,12.3,0.038,0.0,17.834,17.252,16.597,16.201,16.146,0.865
2684,1,9.71,-0.13,0.5974,-1.084,3.628,4.757,13.6,0.038,0.0,21.08,20.553,19.515,18.847,18.733,0.597
2685,1,9.71,-0.11,0.1687,-2.433,3.519,5.121,8.9,0.03,0.0,19.752,19.434,17.893,17.355,17.117,0.169
2686,1,9.71,-0.11,0.37503,-1.67,3.579,4.946,9.7,0.034,0.0,18.644,18.164,16.909,16.333,16.16,0.375
2687,1,9.71,-0.11,0.28038,-1.928,3.564,5.015,11.6,0.038,0.0,21.191,20.753,19.431,18.868,18.665,0.28
2688,1,9.71,-0.11,0.65653,-0.921,3.646,4.705,13.2,0.038,0.0,20.273,19.728,18.754,18.109,18.009,0.657
2689,1,9.71,-0.11,0.68618,-0.837,3.655,4.678,13.4,0.038,0.0,20.263,19.708,18.77,18.147,18.054,0.686
2690,1,9.71,-0.11,0.75394,-0.636,3.683,4.628,14.4,0.038,0.0,20.759,20.176,19.348,18.811,18.734,0.754
2691,1,9.71,-0.09,0.21474,-2.157,3.549,5.068,11.1,0.037,0.0,21.263,20.868,19.478,18.923,18.693,0.215
2692,1,9.71,-0.09,0.68544,-0.846,3.653,4.679,11.8,0.038,0.0,18.685,18.132,17.187,16.558,16.464,0.685
2693,1,9.71,-0.09,0.85613,-0.348,3.723,4.558,12.4,0.038,0.0,18.04,17.451,16.77,16.355,16.297,0.856
2694,1,9.71,-0.09,0.8476,-0.372,3.72,4.564,12.7,0.038,0.0,18.399,17.81,17.117,16.692,16.633,0.848
2695,1,9.71,-0.09,0.84079,-0.391,3.717,4.569,14.5,0.038,0.0,20.248,19.658,18.956,18.523,18.462,0.841
2696,1,9.71,-0.07,0.17006,-2.429,3.519,5.118,9.4,0.032,0.0,20.242,19.929,18.378,17.843,17.605,0.17
2697,1,9.71,-0.07,0.3069,-1.859,3.566,4.994,10.7,0.037,0.0,20.117,19.674,18.356,17.791,17.593,0.307
2698,1,9.71,-0.07,0.5191,-1.307,3.605,4.828,11.4,0.038,0.0,19.438,18.928,17.797,17.145,17.015,0.519
2699,1,9.71,-0.07,0.58466,-1.134,3.621,4.77,12.7,0.038,0.0,20.304,19.784,18.716,18.044,17.927,0.585
2700,1,9.71,-0.07,1.05905,0.216,3.781,4.317,13.0,0.038,0.0,17.231,16.712,16.211,15.935,15.898,1.059
2701,1,9.71,-0.07,0.63086,-1.005,3.635,4.728,13.3,0.038,0.0,20.582,20.049,19.032,18.37,18.263,0.631
2702,1,9.71,-0.05,0.30214,-1.874,3.564,4.995,11.0,0.037,0.0,20.456,20.02,18.691,18.127,17.925,0.302
2703,1,9.71,-0.05,0.34165,-1.773,3.571,4.974,11.4,0.038,0.0,20.603,20.148,18.845,18.278,18.09,0.342
2704,1,9.71,-0.05,0.70903,-0.792,3.658,4.66,11.8,0.038,0.0,18.55,17.991,17.065,16.451,16.361,0.709
2705,1,9.71,-0.05,0.96915,-0.041,3.757,4.441,12.9,0.038,0.0,17.772,17.214,16.644,16.314,16.27,0.969
2706,1,9.71,-0.05,0.88097,-0.295,3.729,4.54,13.6,0.038,0.0,19.106,18.52,17.858,17.458,17.403,0.881
2707,1,9.71,-0.05,1.0503,0.195,3.778,4.322,14.0,0.038,0.0,18.282,17.755,17.246,16.965,16.927,1.05
2708,1,9.71,-0.05,1.1571,0.406,3.777,4.15,14.3,0.038,0.0,18.054,17.526,17.016,16.734,16.696,1.157
2709,1,9.71,-0.03,0.19473,-2.26,3.537,5.084,9.3,0.032,0.0,19.721,19.356,17.9,17.356,17.124,0.195
2710,1,9.71,-0.03,0.31131,-1.854,3.564,4.989,12.0,0.038,0.0,21.406,20.971,19.639,19.075,18.874,0.311
2711,1,9.71,-0.03,0.70476,-0.812,3.655,4.663,12.6,0.038,0.0,19.4,18.844,17.904,17.279,17.187,0.705
2712,1,9.71,-0.03,0.76499,-0.632,3.681,4.622,12.7,0.038,0.0,19.05,18.466,17.629,17.085,17.006,0.765
2713,1,9.71,-0.01,0.29807,-1.893,3.561,4.995,11.1,0.037,0.0,20.602,20.178,18.828,18.266,18.059,0.298
2714,1,9.71,-0.01,0.50345,-1.362,3.598,4.841,11.8,0.038,0.0,19.975,19.476,18.306,17.662,17.526,0.503
2715,1,9.71,0.01,0.97594,-0.05,3.755,4.442,12.0,0.038,0.0,16.895,16.329,15.751,15.417,15.372,0.976
2716,1,9.71,0.01,0.94417,-0.139,3.745,4.479,13.6,0.038,0.0,18.717,18.141,17.533,17.175,17.127,0.944
2717,1,9.71,0.03,0.38009,-1.67,3.573,4.926,11.4,0.038,0.0,20.344,19.894,18.576,18.007,17.826,0.38
2718,1,9.71,0.03,0.48048,-1.423,3.592,4.856,12.8,0.038,0.0,21.129,20.646,19.428,18.804,18.657,0.48
2719,1,9.71,0.03,0.74902,-0.701,3.667,4.629,13.9,0.038,0.0,20.421,19.849,18.959,18.374,18.289,0.749
2720,1,9.71,0.05,0.98175,-0.045,3.753,4.435,12.4,0.038,0.0,17.282,16.712,16.131,15.796,15.751,0.982
2721,1,9.71,0.05,0.83624,-0.456,3.702,4.569,13.5,0.038,0.0,19.409,18.811,18.054,17.58,17.512,0.836
2722,1,9.71,0.05,1.1029,0.286,3.777,4.248,14.6,0.038,0.0,18.656,18.119,17.609,17.329,17.291,1.103
2723,1,9.71,0.07,0.4123,-1.593,3.577,4.901,12.5,0.038,0.0,21.253,20.801,19.49,18.911,18.739,0.412
2724,1,9.71,0.07,0.71902,-0.794,3.654,4.653,14.3,0.038,0.0,21.056,20.498,19.554,18.93,18.837,0.719
2725,1,9.71,0.09,1.29594,-1.867,4.236,7.964,9.6,0.033,0.0,19.038,20.736,20.968,21.067,21.112,0.585
2726,1,9.71,0.09,0.43579,-1.54,3.581,4.886,11.4,0.038,0.0,20.019,19.563,18.268,17.677,17.512,0.436
2727,1,9.71,0.09,0.82056,-0.512,3.692,4.577,12.7,0.038,0.0,18.749,18.153,17.359,16.856,16.783,0.821
2728,1,9.71,0.09,0.72627,-0.778,3.656,4.647,13.2,0.038,0.0,19.914,19.354,18.417,17.799,17.706,0.726
2729,1,9.71,0.11,0.36119,-1.73,3.567,4.94,11.5,0.038,0.0,20.596,20.167,18.82,18.25,18.057,0.361
2730,1,9.71,0.11,0.71527,-0.812,3.651,4.656,13.4,0.038,0.0,20.201,19.647,18.689,18.056,17.961,0.715
2731,1,9.71,0.11,0.9114,-0.26,3.727,4.51,13.7,0.038,0.0,19.12,18.522,17.854,17.455,17.398,0.911
2732,1,9.71,0.13,0.43755,-1.54,3.58,4.883,11.8,0.038,0.0,20.419,19.97,18.66,18.07,17.903,0.438
2733,1,9.71,0.15,0.45727,-1.493,3.583,4.869,12.7,0.038,0.0,21.204,20.752,19.455,18.853,18.693,0.457
2734,1,9.71,0.17,0.32474,-1.838,3.558,4.965,9.5,0.033,0.0,18.865,18.456,17.08,16.517,16.305,0.325
2735,1,9.71,0.17,0.82061,-0.532,3.686,4.576,9.8,0.034,0.0,15.899,15.301,14.487,13.971,13.894,0.821
2736,1,9.71,0.17,0.36736,-1.722,3.566,4.934,12.1,0.038,0.0,21.176,20.755,19.396,18.825,18.63,0.367
2737,1,9.71,0.19,0.21484,-2.193,3.534,5.046,9.7,0.034,0.0,19.952,19.6,18.12,17.58,17.347,0.215
2738,1,9.71,0.19,0.61085,-1.109,3.617,4.746,12.5,0.038,0.0,20.042,19.543,18.422,17.743,17.625,0.611
2739,1,9.71,0.21,0.40358,-1.621,3.571,4.894,10.9,0.037,0.0,19.722,19.297,17.937,17.36,17.178,0.404
2740,1,9.71,0.25,0.49195,-1.409,3.588,4.838,13.1,0.038,0.0,21.392,20.944,19.657,19.029,18.88,0.492
2741,1,9.71,0.25,0.81479,-0.555,3.682,4.579,14.2,0.038,0.0,20.357,19.76,18.929,18.403,18.323,0.815
2742,1,9.73,-0.69,0.78661,-0.306,3.751,4.589,13.1,0.038,0.0,18.634,18.102,17.505,17.151,17.103,0.787
2743,1,9.73,-0.67,0.27751,-1.788,3.605,5.035,11.9,0.038,0.0,21.14,20.592,19.521,18.935,18.781,0.278
2744,1,9.73,-0.65,0.68212,-0.653,3.7,4.672,13.4,0.038,0.0,19.802,19.227,18.465,17.984,17.912,0.682
2745,1,9.73,-0.63,0.13032,-2.677,3.51,5.217,8.2,0.025,0.0,19.663,19.351,17.818,17.245,17.018,0.13
2746,1,9.73,-0.59,0.1122,-2.847,3.493,5.254,8.4,0.026,0.0,20.286,20.032,18.395,17.821,17.596,0.112
2747,1,9.73,-0.59,0.30049,-1.742,3.602,5.013,11.6,0.038,0.0,20.725,20.178,19.096,18.509,18.356,0.3
2748,1,9.73,-0.59,0.62144,-0.872,3.668,4.722,11.9,0.038,0.0,18.849,18.287,17.408,16.831,16.742,0.621
2749,1,9.73,-0.59,0.59557,-0.956,3.658,4.745,13.1,0.038,0.0,20.259,19.705,18.787,18.184,18.087,0.596
2750,1,9.73,-0.55,0.22627,-2.013,3.583,5.084,11.5,0.038,0.0,21.303,20.785,19.617,19.052,18.874,0.226
2751,1,9.73,-0.55,0.26028,-1.885,3.591,5.048,12.0,0.038,0.0,21.482,20.952,19.82,19.245,19.077,0.26
2752,1,9.73,-0.55,0.32149,-1.702,3.602,5.001,12.4,0.038,0.0,21.425,20.879,19.794,19.207,19.054,0.321
2753,1,9.73,-0.53,0.97816,0.183,3.799,4.387,11.8,0.038,0.0,16.112,15.666,15.206,14.954,14.925,0.978
2754,1,9.73,-0.53,0.59405,-0.979,3.653,4.749,13.1,0.038,0.0,20.318,19.766,18.831,18.212,18.114,0.594
2755,1,9.73,-0.53,1.04879,0.396,3.813,4.261,13.5,0.038,0.0,17.28,16.868,16.446,16.225,16.198,1.049
2756,1,9.73,-0.53,1.07847,0.48,3.808,4.169,13.7,0.038,0.0,17.269,16.844,16.409,16.178,16.15,1.078
2757,1,9.73,-0.51,0.2243,-2.033,3.579,5.084,10.7,0.037,0.0,20.552,20.041,18.853,18.293,18.11,0.224
2758,1,9.73,-0.51,0.40424,-1.506,3.609,4.934,11.0,0.037,0.0,19.534,18.991,17.925,17.316,17.174,0.404
2759,1,9.73,-0.51,1.10232,0.63,3.815,4.056,12.1,0.038,0.0,15.295,14.883,14.468,14.253,14.226,1.102
2760,1,9.73,-0.51,0.47523,-1.325,3.622,4.875,12.2,0.038,0.0,20.283,19.742,18.712,18.079,17.95,0.475
2761,1,9.73,-0.49,0.28297,-1.834,3.59,5.029,10.6,0.037,0.0,19.954,19.426,18.286,17.711,17.543,0.283
2762,1,9.73,-0.49,0.19392,-2.181,3.565,5.114,11.1,0.037,0.0,21.323,20.852,19.597,19.039,18.834,0.194
2763,1,9.73,-0.49,1.0199,0.297,3.807,4.322,11.7,0.038,0.0,15.728,15.297,14.858,14.624,14.596,1.02
2764,1,9.73,-0.49,0.90516,-0.039,3.776,4.482,12.2,0.038,0.0,17.068,16.568,16.044,15.745,15.709,0.905
2765,1,9.73,-0.47,0.63612,-0.864,3.665,4.712,9.6,0.033,0.0,16.531,15.968,15.076,14.487,14.398,0.636
2766,1,9.73,-0.47,0.63644,-0.863,3.665,4.712,10.4,0.036,0.0,17.329,16.767,15.875,15.286,15.197,0.636
2767,1,9.73,-0.47,0.27176,-1.876,3.586,5.038,10.8,0.037,0.0,20.259,19.739,18.578,18.007,17.835,0.272
2768,1,9.73,-0.47,0.40825,-1.506,3.607,4.929,12.7,0.038,0.0,21.235,20.695,19.617,19.008,18.865,0.408
2769,1,9.73,-0.45,0.25481,-1.935,3.581,5.049,9.9,0.034,0.0,19.507,18.996,17.81,17.245,17.066,0.255
2770,1,9.73,-0.45,0.22472,-2.049,3.574,5.081,10.9,0.037,0.0,20.792,20.295,19.075,18.518,18.329,0.225
2771,1,9.73,-0.45,0.76467,-0.469,3.719,4.613,12.2,0.038,0.0,18.142,17.567,16.87,16.438,16.378,0.765
2772,1,9.73,-0.43,0.124,-2.76,3.496,5.221,9.1,0.031,0.0,20.771,20.519,18.881,18.315,18.076,0.124
2773,1,9.73,-0.43,0.28711,-1.842,3.585,5.025,11.7,0.038,0.0,21.075,20.56,19.39,18.818,18.645,0.287
2774,1,9.73,-0.43,0.54742,-1.141,3.634,4.798,11.8,0.038,0.0,19.423,18.882,17.881,17.239,17.124,0.547
2775,1,9.73,-0.43,0.57924,-1.052,3.642,4.767,12.6,0.038,0.0,19.999,19.454,18.48,17.843,17.736,0.579
2776,1,9.73,-0.43,0.61246,-0.953,3.653,4.734,13.0,0.038,0.0,20.152,19.601,18.661,18.038,17.94,0.612
2777,1,9.73,-0.41,0.22926,-2.043,3.572,5.074,10.8,0.037,0.0,20.677,20.191,18.954,18.396,18.203,0.229
2778,1,9.73,-0.41,0.61299,-0.957,3.651,4.734,11.2,0.037,0.0,18.364,17.813,16.869,16.242,16.144,0.613
2779,1,9.73,-0.41,0.65912,-0.813,3.669,4.693,11.8,0.038,0.0,18.604,18.038,17.16,16.581,16.495,0.659
2780,1,9.73,-0.41,0.62707,-0.912,3.657,4.721,12.1,0.038,0.0,19.151,18.596,17.672,17.059,16.965,0.627
2781,1,9.73,-0.41,0.42147,-1.489,3.604,4.915,12.8,0.038,0.0,21.292,20.757,19.663,19.051,18.908,0.421
2782,1,9.73,-0.39,0.42839,-1.476,3.604,4.908,11.9,0.038,0.0,20.361,19.828,18.73,18.117,17.974,0.428
2783,1,9.73,-0.39,0.64573,-0.862,3.662,4.705,12.6,0.038,0.0,19.524,18.964,18.06,17.463,17.372,0.646
2784,1,9.73,-0.39,0.50523,-1.273,3.62,4.841,13.5,0.038,0.0,21.452,20.918,19.871,19.229,19.102,0.505
2785,1,9.73,-0.39,0.84789,-0.231,3.751,4.546,14.1,0.038,0.0,19.447,18.899,18.304,17.952,17.906,0.848
2786,1,9.73,-0.37,0.21888,-2.094,3.566,5.082,11.3,0.037,0.0,21.304,20.839,19.569,19.01,18.808,0.219
2787,1,9.73,-0.37,0.67118,-0.792,3.67,4.684,12.0,0.038,0.0,18.75,18.183,17.309,16.733,16.647,0.671
2788,1,9.73,-0.37,0.86653,-0.181,3.756,4.527,12.1,0.038,0.0,17.324,16.783,16.204,15.864,15.82,0.867
2789,1,9.73,-0.37,0.84062,-0.259,3.746,4.554,12.5,0.038,0.0,17.919,17.365,16.756,16.395,16.347,0.841
2790,1,9.73,-0.37,0.57554,-1.079,3.637,4.771,12.6,0.038,0.0,20.067,19.526,18.533,17.889,17.778,0.576
2791,1,9.73,-0.37,1.03189,0.332,3.804,4.281,12.7,0.038,0.0,16.639,16.192,15.749,15.514,15.485,1.032
2792,1,9.73,-0.35,0.8543,-0.231,3.749,4.543,12.2,0.038,0.0,17.548,16.996,16.396,16.041,15.994,0.854
2793,1,9.73,-0.35,0.88961,-0.128,3.761,4.507,14.1,0.038,0.0,19.191,18.658,18.095,17.767,17.725,0.89
2794,1,9.73,-0.33,0.54172,-1.183,3.626,4.804,11.6,0.038,0.0,19.327,18.793,17.761,17.106,16.986,0.542
2795,1,9.73,-0.33,0.88871,-0.145,3.758,4.511,12.2,0.038,0.0,17.332,16.793,16.221,15.888,15.845,0.889
2796,1,9.73,-0.33,0.7037,-0.706,3.68,4.656,12.5,0.038,0.0,19.035,18.461,17.621,17.073,16.993,0.704
2797,1,9.73,-0.33,0.96115,0.069,3.781,4.423,12.6,0.038,0.0,17.197,16.698,16.193,15.911,15.876,0.961
2798,1,9.73,-0.33,0.50253,-1.294,3.616,4.843,12.8,0.038,0.0,20.805,20.274,19.209,18.568,18.438,0.503
